post_id,data_postagem,tipo_conteudo,legenda,hashtags,curtidas,comentarios,alcance,impressoes,salvamentos,compartilhamentos,visualizacoes_video,seguidores,cliques_link,visitas_perfil,idade_media,genero_predominante,localizacao_principal
602,2025-03-31 23:00:29.838953495,video,Legenda sobre o post 602 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal602 #outrotema #marketingdigital #redessociais,2630,71,49970,49970,30,84,2523.0,17238,33,284,44,Feminino,Outros
603,2025-04-01 00:51:43.550455570,image,Legenda sobre o post 603 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal603 #outrotema #marketingdigital #redessociais,3205,358,51280,51280,147,166,,17240,65,297,22,Masculino,Rio de Janeiro
604,2025-04-01 08:10:33.087099791,image,Legenda sobre o post 604 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal604 #outrotema #marketingdigital #redessociais,459,247,2754,5508,22,172,,17242,63,102,36,Masculino,Rio de Janeiro
605,2025-04-01 09:56:16.147431612,video,Legenda sobre o post 605 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal605 #outrotema #marketingdigital #redessociais,4756,312,19024,38048,78,179,9562.0,17244,61,24,39,Feminino,Rio de Janeiro
606,2025-04-01 18:08:02.144728422,video,Legenda sobre o post 606 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal606 #outrotema #marketingdigital #redessociais,400,446,3200,6400,96,161,11147.0,17246,72,46,38,Feminino,Outros
607,2025-04-01 18:42:12.589657068,image,Legenda sobre o post 607 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal607 #outrotema #marketingdigital #redessociais,3905,387,82005,82005,61,86,,17248,44,158,26,Masculino,São Paulo
608,2025-04-01 20:07:07.518837690,image,Legenda sobre o post 608 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal608 #outrotema #marketingdigital #redessociais,3232,289,64640,64640,113,95,,17250,71,239,29,Masculino,Porto Alegre
609,2025-04-01 20:10:14.696852922,image,Legenda sobre o post 609 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal609 #outrotema #marketingdigital #redessociais,4907,179,31895,63791,131,22,,17252,74,123,35,Feminino,Rio de Janeiro
610,2025-04-01 21:39:25.075361967,video,Legenda sobre o post 610 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal610 #outrotema #marketingdigital #redessociais,316,187,2212,4424,25,140,9065.0,17254,16,197,20,Feminino,São Paulo
611,2025-04-01 23:18:53.148657084,reels,Legenda sobre o post 611 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal611 #outrotema #marketingdigital #redessociais,2342,388,30446,30446,127,116,10287.0,17256,52,84,44,Feminino,Outros
612,2025-04-01 23:49:37.803624630,reels,Legenda sobre o post 612 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal612 #outrotema #marketingdigital #redessociais,3223,304,20949,41899,104,172,2799.0,17258,64,44,43,Feminino,Rio de Janeiro
613,2025-04-02 02:57:28.383254766,carousel,Legenda sobre o post 613 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal613 #outrotema #marketingdigital #redessociais,1525,409,14487,28975,82,29,,17260,60,194,22,Masculino,Belo Horizonte
614,2025-04-02 04:12:53.723402739,reels,Legenda sobre o post 614 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal614 #outrotema #marketingdigital #redessociais,4628,225,20826,41652,47,138,10978.0,17262,43,136,42,Feminino,Belo Horizonte
615,2025-04-02 04:17:25.285858631,carousel,Legenda sobre o post 615 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal615 #outrotema #marketingdigital #redessociais,3026,146,33286,33286,106,171,,17264,28,292,41,Masculino,Outros
616,2025-04-02 07:49:51.723642349,video,Legenda sobre o post 616 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal616 #outrotema #marketingdigital #redessociais,2830,199,29715,59430,82,62,3679.0,17266,63,51,44,Masculino,Outros
617,2025-04-02 08:52:01.511333465,carousel,Legenda sobre o post 617 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal617 #outrotema #marketingdigital #redessociais,955,460,27695,27695,117,40,,17268,55,258,20,Masculino,Rio de Janeiro
618,2025-04-02 09:07:55.684930325,image,Legenda sobre o post 618 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal618 #outrotema #marketingdigital #redessociais,102,178,1326,1326,130,14,,17270,56,188,34,Feminino,Outros
619,2025-04-02 09:30:45.330349684,reels,Legenda sobre o post 619 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal619 #outrotema #marketingdigital #redessociais,4598,416,64372,64372,120,79,11250.0,17272,31,210,35,Feminino,Outros
620,2025-04-02 10:22:45.295951605,reels,Legenda sobre o post 620 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal620 #outrotema #marketingdigital #redessociais,2612,495,16978,33956,80,9,5638.0,17274,7,24,25,Feminino,São Paulo
621,2025-04-02 11:40:53.940581799,carousel,Legenda sobre o post 621 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal621 #outrotema #marketingdigital #redessociais,3706,448,53737,107474,32,163,,17276,43,162,19,Feminino,Belo Horizonte
622,2025-04-02 14:53:58.849448919,reels,Legenda sobre o post 622 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal622 #outrotema #marketingdigital #redessociais,1966,167,35388,35388,120,107,13423.0,17278,43,64,23,Masculino,Belo Horizonte
623,2025-04-02 15:13:13.564739943,image,Legenda sobre o post 623 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal623 #outrotema #marketingdigital #redessociais,2728,194,28644,57288,49,10,,17280,40,245,29,Feminino,Rio de Janeiro
624,2025-04-02 15:15:37.636032820,carousel,Legenda sobre o post 624 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal624 #outrotema #marketingdigital #redessociais,1004,67,26104,26104,119,45,,17282,35,122,22,Feminino,Outros
625,2025-04-03 00:02:01.946145296,reels,Legenda sobre o post 625 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal625 #outrotema #marketingdigital #redessociais,119,409,1368,2737,122,85,12110.0,17284,78,11,22,Masculino,São Paulo
626,2025-04-03 00:17:39.794658661,image,Legenda sobre o post 626 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal626 #outrotema #marketingdigital #redessociais,2695,169,61985,61985,121,100,,17286,8,160,42,Masculino,São Paulo
627,2025-04-03 04:24:22.809239864,reels,Legenda sobre o post 627 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal627 #outrotema #marketingdigital #redessociais,3630,12,68970,68970,11,115,8346.0,17288,79,97,19,Masculino,São Paulo
628,2025-04-03 04:39:19.174689770,reels,Legenda sobre o post 628 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal628 #outrotema #marketingdigital #redessociais,1355,61,15582,31165,48,146,11308.0,17290,11,114,38,Feminino,Rio de Janeiro
629,2025-04-03 06:36:34.265098810,carousel,Legenda sobre o post 629 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal629 #outrotema #marketingdigital #redessociais,3201,422,19206,38412,146,198,,17292,36,47,44,Masculino,Porto Alegre
630,2025-04-03 14:17:06.421946287,carousel,Legenda sobre o post 630 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal630 #outrotema #marketingdigital #redessociais,736,259,7360,14720,140,102,,17294,65,63,29,Masculino,São Paulo
631,2025-04-03 20:26:29.728562355,reels,Legenda sobre o post 631 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal631 #outrotema #marketingdigital #redessociais,1335,113,5340,10680,18,6,9406.0,17296,14,157,43,Feminino,Outros
632,2025-04-03 23:01:04.967172146,video,Legenda sobre o post 632 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal632 #outrotema #marketingdigital #redessociais,3242,88,84292,84292,101,165,13056.0,17298,45,160,31,Feminino,São Paulo
633,2025-04-04 04:39:42.926142216,image,Legenda sobre o post 633 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal633 #outrotema #marketingdigital #redessociais,314,325,2826,2826,84,92,,17300,5,15,37,Masculino,Outros
634,2025-04-04 09:08:25.934812784,video,Legenda sobre o post 634 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal634 #outrotema #marketingdigital #redessociais,721,333,4326,4326,147,176,8677.0,17302,44,93,25,Feminino,São Paulo
635,2025-04-04 10:31:37.224735260,video,Legenda sobre o post 635 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal635 #outrotema #marketingdigital #redessociais,424,200,4664,9328,138,76,2508.0,17304,43,158,33,Feminino,Belo Horizonte
636,2025-04-04 12:07:13.922708273,video,Legenda sobre o post 636 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal636 #outrotema #marketingdigital #redessociais,59,427,472,944,102,27,11555.0,17306,52,291,44,Masculino,Rio de Janeiro
637,2025-04-04 12:38:58.696736097,video,Legenda sobre o post 637 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal637 #outrotema #marketingdigital #redessociais,3271,389,42523,42523,39,106,8707.0,17308,2,11,38,Masculino,Outros
638,2025-04-04 12:52:30.399758101,image,Legenda sobre o post 638 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal638 #outrotema #marketingdigital #redessociais,4058,377,93334,93334,102,17,,17310,30,67,35,Feminino,Rio de Janeiro
639,2025-04-04 14:57:55.571180820,carousel,Legenda sobre o post 639 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal639 #outrotema #marketingdigital #redessociais,1675,192,35175,35175,24,89,,17312,63,92,21,Masculino,Outros
640,2025-04-04 16:17:13.847222328,image,Legenda sobre o post 640 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal640 #outrotema #marketingdigital #redessociais,1046,408,10460,20920,90,108,,17314,40,214,23,Masculino,São Paulo
641,2025-04-04 17:56:04.690427542,image,Legenda sobre o post 641 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal641 #outrotema #marketingdigital #redessociais,84,94,2016,2016,129,198,,17316,51,241,18,Feminino,Outros
642,2025-04-04 20:58:20.682027102,image,Legenda sobre o post 642 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal642 #outrotema #marketingdigital #redessociais,4527,266,49797,49797,35,6,,17318,65,45,44,Feminino,Outros
643,2025-04-04 21:08:34.249144554,reels,Legenda sobre o post 643 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal643 #outrotema #marketingdigital #redessociais,2560,382,19200,38400,10,126,10936.0,17320,1,246,41,Masculino,São Paulo
644,2025-04-05 06:02:36.054551363,video,Legenda sobre o post 644 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal644 #outrotema #marketingdigital #redessociais,3326,472,29934,29934,51,86,4995.0,17322,52,132,33,Masculino,Belo Horizonte
645,2025-04-05 06:46:57.641766548,reels,Legenda sobre o post 645 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal645 #outrotema #marketingdigital #redessociais,3781,138,34029,68058,11,185,11255.0,17324,64,95,30,Feminino,São Paulo
646,2025-04-05 09:25:56.211519718,image,Legenda sobre o post 646 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal646 #outrotema #marketingdigital #redessociais,855,238,4275,8550,127,4,,17326,64,207,33,Masculino,São Paulo
647,2025-04-05 09:58:23.899478674,image,Legenda sobre o post 647 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal647 #outrotema #marketingdigital #redessociais,3837,90,23022,46044,95,157,,17328,67,236,32,Masculino,São Paulo
648,2025-04-05 10:59:46.864867687,carousel,Legenda sobre o post 648 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal648 #outrotema #marketingdigital #redessociais,1639,162,27863,27863,97,44,,17330,16,251,38,Masculino,Rio de Janeiro
649,2025-04-05 11:10:08.525325298,reels,Legenda sobre o post 649 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal649 #outrotema #marketingdigital #redessociais,1393,60,27860,27860,99,86,7677.0,17332,59,242,27,Feminino,Rio de Janeiro
650,2025-04-05 11:51:04.971354961,carousel,Legenda sobre o post 650 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal650 #outrotema #marketingdigital #redessociais,3813,140,61008,61008,120,69,,17334,78,178,20,Feminino,Outros
651,2025-04-05 14:17:37.702517033,reels,Legenda sobre o post 651 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal651 #outrotema #marketingdigital #redessociais,986,288,4437,8874,89,141,3451.0,17336,58,61,36,Masculino,Outros
652,2025-04-05 14:33:29.957186222,reels,Legenda sobre o post 652 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal652 #outrotema #marketingdigital #redessociais,3059,70,10706,21413,16,93,4266.0,17338,1,20,23,Feminino,Belo Horizonte
653,2025-04-05 14:37:29.625113249,image,Legenda sobre o post 653 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal653 #outrotema #marketingdigital #redessociais,2990,92,68770,68770,83,161,,17340,46,192,30,Feminino,Belo Horizonte
654,2025-04-05 15:45:03.228129148,image,Legenda sobre o post 654 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal654 #outrotema #marketingdigital #redessociais,1268,224,31700,31700,104,10,,17342,77,47,28,Feminino,São Paulo
655,2025-04-05 17:24:55.190416813,image,Legenda sobre o post 655 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal655 #outrotema #marketingdigital #redessociais,4561,459,36488,72976,42,135,,17344,45,145,37,Feminino,São Paulo
656,2025-04-05 22:44:15.712515354,image,Legenda sobre o post 656 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal656 #outrotema #marketingdigital #redessociais,1153,129,27672,27672,111,29,,17346,69,169,21,Masculino,São Paulo
657,2025-04-06 00:04:17.963883400,reels,Legenda sobre o post 657 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal657 #outrotema #marketingdigital #redessociais,1147,238,5735,11470,134,132,10501.0,17348,28,87,28,Feminino,São Paulo
658,2025-04-06 02:02:06.708679914,reels,Legenda sobre o post 658 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal658 #outrotema #marketingdigital #redessociais,4284,134,10710,21420,109,175,11025.0,17350,62,119,36,Masculino,São Paulo
659,2025-04-06 02:47:00.102214575,carousel,Legenda sobre o post 659 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal659 #outrotema #marketingdigital #redessociais,4720,478,28320,28320,94,105,,17352,70,182,41,Feminino,Outros
660,2025-04-06 04:20:52.239218235,video,Legenda sobre o post 660 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal660 #outrotema #marketingdigital #redessociais,4295,218,23622,47245,99,180,2433.0,17354,35,293,33,Feminino,São Paulo
661,2025-04-06 04:21:03.618810415,image,Legenda sobre o post 661 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal661 #outrotema #marketingdigital #redessociais,1839,293,16551,16551,110,118,,17356,5,289,29,Masculino,Outros
662,2025-04-06 07:36:08.325921535,image,Legenda sobre o post 662 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal662 #outrotema #marketingdigital #redessociais,3498,321,48972,48972,122,69,,17358,4,136,26,Feminino,Outros
663,2025-04-06 17:35:29.293550253,reels,Legenda sobre o post 663 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal663 #outrotema #marketingdigital #redessociais,1970,18,39400,39400,117,11,1007.0,17360,67,21,36,Masculino,Outros
664,2025-04-07 01:36:17.174296856,video,Legenda sobre o post 664 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal664 #outrotema #marketingdigital #redessociais,3868,189,27076,27076,47,21,12799.0,17362,25,280,27,Feminino,Rio de Janeiro
665,2025-04-07 03:43:13.303113461,image,Legenda sobre o post 665 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal665 #outrotema #marketingdigital #redessociais,1212,347,4848,9696,37,107,,17364,27,236,39,Masculino,Belo Horizonte
666,2025-04-07 05:29:33.539083004,video,Legenda sobre o post 666 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal666 #outrotema #marketingdigital #redessociais,497,301,10437,10437,131,13,8935.0,17366,17,224,32,Feminino,São Paulo
667,2025-04-07 07:31:26.212745428,image,Legenda sobre o post 667 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal667 #outrotema #marketingdigital #redessociais,2182,22,5455,10910,88,79,,17368,73,232,21,Feminino,Outros
668,2025-04-07 10:41:01.376230955,video,Legenda sobre o post 668 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal668 #outrotema #marketingdigital #redessociais,2232,148,8928,17856,98,44,11296.0,17370,48,128,42,Feminino,Belo Horizonte
669,2025-04-07 15:47:45.930142641,image,Legenda sobre o post 669 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal669 #outrotema #marketingdigital #redessociais,2143,330,19287,38574,126,178,,17372,9,48,18,Masculino,São Paulo
670,2025-04-07 15:57:53.236608505,reels,Legenda sobre o post 670 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal670 #outrotema #marketingdigital #redessociais,3773,259,52822,52822,100,161,6147.0,17374,35,186,21,Feminino,São Paulo
671,2025-04-07 15:59:23.136095762,reels,Legenda sobre o post 671 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal671 #outrotema #marketingdigital #redessociais,658,464,4606,4606,140,60,3225.0,17376,47,187,32,Feminino,Outros
672,2025-04-07 18:40:40.174866915,image,Legenda sobre o post 672 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal672 #outrotema #marketingdigital #redessociais,1808,112,12656,12656,105,0,,17378,74,115,24,Feminino,Rio de Janeiro
673,2025-04-07 20:01:59.936412573,carousel,Legenda sobre o post 673 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal673 #outrotema #marketingdigital #redessociais,2976,375,40176,80352,106,137,,17380,14,204,31,Feminino,São Paulo
674,2025-04-07 20:08:43.272726059,video,Legenda sobre o post 674 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal674 #outrotema #marketingdigital #redessociais,3566,383,42792,85584,30,149,9516.0,17382,44,77,18,Masculino,São Paulo
